Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
6512,Jiangsu,China,02-02-2020,236,0
6513,Jiangsu,China,03-02-2020,271,0
6514,Jiangsu,China,04-02-2020,308,0
6515,Jiangsu,China,05-02-2020,341,0
6516,Jiangsu,China,06-02-2020,373,0
6517,Jiangsu,China,07-02-2020,408,0
6518,Jiangsu,China,08-02-2020,439,0
6519,Jiangsu,China,09-02-2020,468,0
6520,Jiangsu,China,10-02-2020,492,0
6521,Jiangsu,China,11-02-2020,515,0
6522,Jiangsu,China,12-02-2020,543,0
6523,Jiangsu,China,13-02-2020,570,0
6524,Jiangsu,China,14-02-2020,593,0
6525,Jiangsu,China,15-02-2020,604,0
6526,Jiangsu,China,16-02-2020,617,0
6527,Jiangsu,China,17-02-2020,626,0
6528,Jiangsu,China,18-02-2020,629,0
6529,Jiangsu,China,19-02-2020,631,0
6530,Jiangsu,China,20-02-2020,631,0
6531,Jiangsu,China,21-02-2020,631,0
6532,Jiangsu,China,22-02-2020,631,0
6533,Jiangsu,China,23-02-2020,631,0
6534,Jiangsu,China,24-02-2020,631,0
6535,Jiangsu,China,25-02-2020,631,0
6536,Jiangsu,China,26-02-2020,631,0
6537,Jiangsu,China,27-02-2020,631,0
6538,Jiangsu,China,28-02-2020,631,0
6539,Jiangsu,China,29-02-2020,631,0
6540,Jiangsu,China,01-03-2020,631,0
6541,Jiangsu,China,02-03-2020,631,0
6542,Jiangsu,China,03-03-2020,631,0
6543,Jiangsu,China,04-03-2020,631,0
6544,Jiangsu,China,05-03-2020,631,0
6545,Jiangsu,China,06-03-2020,631,0
6546,Jiangsu,China,07-03-2020,631,0
6547,Jiangsu,China,08-03-2020,631,0
6548,Jiangsu,China,09-03-2020,631,0
6549,Jiangsu,China,10-03-2020,631,0
6550,Jiangsu,China,11-03-2020,631,0
6551,Jiangsu,China,12-03-2020,631,0
6552,Jiangsu,China,13-03-2020,631,0
6553,Jiangsu,China,14-03-2020,631,0
6554,Jiangsu,China,15-03-2020,631,0
6555,Jiangsu,China,16-03-2020,631,0
6556,Jiangsu,China,17-03-2020,631,0
6557,Jiangsu,China,18-03-2020,631,0
6558,Jiangsu,China,19-03-2020,631,0
6559,Jiangsu,China,20-03-2020,631,0
6560,Jiangsu,China,21-03-2020,631,0
6561,Jiangsu,China,22-03-2020,633,0
6562,Jiangsu,China,23-03-2020,633,0
6563,Jiangsu,China,24-03-2020,636,0
6564,Jiangsu,China,25-03-2020,638,0
6565,Jiangsu,China,26-03-2020,640,0
6566,Jiangsu,China,27-03-2020,641,0
6567,Jiangsu,China,28-03-2020,641,0
6601,Jiangxi,China,22-01-2020,2,0
6602,Jiangxi,China,23-01-2020,7,0
6603,Jiangxi,China,24-01-2020,18,0
6604,Jiangxi,China,25-01-2020,18,0
6605,Jiangxi,China,26-01-2020,36,0
6606,Jiangxi,China,27-01-2020,72,0
6607,Jiangxi,China,28-01-2020,109,0
6608,Jiangxi,China,29-01-2020,109,0
6609,Jiangxi,China,30-01-2020,162,0
6610,Jiangxi,China,31-01-2020,240,0
6611,Jiangxi,China,01-02-2020,286,0
6612,Jiangxi,China,02-02-2020,333,0
6613,Jiangxi,China,03-02-2020,391,0
6614,Jiangxi,China,04-02-2020,476,0
6615,Jiangxi,China,05-02-2020,548,0
6616,Jiangxi,China,06-02-2020,600,0
6617,Jiangxi,China,07-02-2020,661,0
6618,Jiangxi,China,08-02-2020,698,0
6619,Jiangxi,China,09-02-2020,740,0
6620,Jiangxi,China,10-02-2020,771,1
6621,Jiangxi,China,11-02-2020,804,1
6622,Jiangxi,China,12-02-2020,844,1
6623,Jiangxi,China,13-02-2020,872,1
6624,Jiangxi,China,14-02-2020,900,1
6625,Jiangxi,China,15-02-2020,913,1
6626,Jiangxi,China,16-02-2020,925,1
6627,Jiangxi,China,17-02-2020,930,1
6628,Jiangxi,China,18-02-2020,933,1
6629,Jiangxi,China,19-02-2020,934,1
6630,Jiangxi,China,20-02-2020,934,1
6631,Jiangxi,China,21-02-2020,934,1
6632,Jiangxi,China,22-02-2020,934,1
6633,Jiangxi,China,23-02-2020,934,1
6634,Jiangxi,China,24-02-2020,934,1
6635,Jiangxi,China,25-02-2020,934,1
6636,Jiangxi,China,26-02-2020,934,1
6637,Jiangxi,China,27-02-2020,934,1
6638,Jiangxi,China,28-02-2020,935,1
6639,Jiangxi,China,29-02-2020,935,1
6640,Jiangxi,China,01-03-2020,935,1
6641,Jiangxi,China,02-03-2020,935,1
6642,Jiangxi,China,03-03-2020,935,1
6643,Jiangxi,China,04-03-2020,935,1
6644,Jiangxi,China,05-03-2020,935,1
6645,Jiangxi,China,06-03-2020,935,1
6646,Jiangxi,China,07-03-2020,935,1
6647,Jiangxi,China,08-03-2020,935,1
6648,Jiangxi,China,09-03-2020,935,1
6649,Jiangxi,China,10-03-2020,935,1
6650,Jiangxi,China,11-03-2020,935,1
6651,Jiangxi,China,12-03-2020,935,1
6652,Jiangxi,China,13-03-2020,935,1
6653,Jiangxi,China,14-03-2020,935,1
6654,Jiangxi,China,15-03-2020,935,1
6655,Jiangxi,China,16-03-2020,935,1
6656,Jiangxi,China,17-03-2020,935,1
6657,Jiangxi,China,18-03-2020,935,1
6658,Jiangxi,China,19-03-2020,935,1
6659,Jiangxi,China,20-03-2020,935,1
6660,Jiangxi,China,21-03-2020,935,1
6661,Jiangxi,China,22-03-2020,936,1
6662,Jiangxi,China,23-03-2020,936,1
6663,Jiangxi,China,24-03-2020,936,1
6664,Jiangxi,China,25-03-2020,936,1
6665,Jiangxi,China,26-03-2020,936,1
6666,Jiangxi,China,27-03-2020,936,1
6667,Jiangxi,China,28-03-2020,936,1
6701,Jilin,China,22-01-2020,0,0
6702,Jilin,China,23-01-2020,1,0
6703,Jilin,China,24-01-2020,3,0
6704,Jilin,China,25-01-2020,4,0
6705,Jilin,China,26-01-2020,4,0
6706,Jilin,China,27-01-2020,6,0
6707,Jilin,China,28-01-2020,8,0
6708,Jilin,China,29-01-2020,9,0
6709,Jilin,China,30-01-2020,14,0
6710,Jilin,China,31-01-2020,14,0
6711,Jilin,China,01-02-2020,17,0
6712,Jilin,China,02-02-2020,23,0
6713,Jilin,China,03-02-2020,31,0
6714,Jilin,China,04-02-2020,42,0
6715,Jilin,China,05-02-2020,54,0
6716,Jilin,China,06-02-2020,59,0
6717,Jilin,China,07-02-2020,65,1
6718,Jilin,China,08-02-2020,69,1
6719,Jilin,China,09-02-2020,78,1
6720,Jilin,China,10-02-2020,80,1
6721,Jilin,China,11-02-2020,81,1
6722,Jilin,China,12-02-2020,83,1
6723,Jilin,China,13-02-2020,84,1
6724,Jilin,China,14-02-2020,86,1
6725,Jilin,China,15-02-2020,88,1
6726,Jilin,China,16-02-2020,89,1
6727,Jilin,China,17-02-2020,89,1
6728,Jilin,China,18-02-2020,89,1
6729,Jilin,China,19-02-2020,90,1
6730,Jilin,China,20-02-2020,91,1
6731,Jilin,China,21-02-2020,91,1
6732,Jilin,China,22-02-2020,91,1
6733,Jilin,China,23-02-2020,91,1
6734,Jilin,China,24-02-2020,93,1
6735,Jilin,China,25-02-2020,93,1
6736,Jilin,China,26-02-2020,93,1
6737,Jilin,China,27-02-2020,93,1
6738,Jilin,China,28-02-2020,93,1
6739,Jilin,China,29-02-2020,93,1
6740,Jilin,China,01-03-2020,93,1
6741,Jilin,China,02-03-2020,93,1
6742,Jilin,China,03-03-2020,93,1
6743,Jilin,China,04-03-2020,93,1
6744,Jilin,China,05-03-2020,93,1
6745,Jilin,China,06-03-2020,93,1
6746,Jilin,China,07-03-2020,93,1
6747,Jilin,China,08-03-2020,93,1
6748,Jilin,China,09-03-2020,93,1
6749,Jilin,China,10-03-2020,93,1
6750,Jilin,China,11-03-2020,93,1
6751,Jilin,China,12-03-2020,93,1
6752,Jilin,China,13-03-2020,93,1
6753,Jilin,China,14-03-2020,93,1
6754,Jilin,China,15-03-2020,93,1
6755,Jilin,China,16-03-2020,93,1
6756,Jilin,China,17-03-2020,93,1
6757,Jilin,China,18-03-2020,93,1
6758,Jilin,China,19-03-2020,93,1
6759,Jilin,China,20-03-2020,93,1
6760,Jilin,China,21-03-2020,93,1
6761,Jilin,China,22-03-2020,93,1
6762,Jilin,China,23-03-2020,93,1
6763,Jilin,China,24-03-2020,93,1
6764,Jilin,China,25-03-2020,94,1
6765,Jilin,China,26-03-2020,95,1
6766,Jilin,China,27-03-2020,95,1
6767,Jilin,China,28-03-2020,97,1
6801,Liaoning,China,22-01-2020,2,0
6802,Liaoning,China,23-01-2020,3,0
6803,Liaoning,China,24-01-2020,4,0
6804,Liaoning,China,25-01-2020,17,0
6805,Liaoning,China,26-01-2020,21,0
6806,Liaoning,China,27-01-2020,27,0
6807,Liaoning,China,28-01-2020,34,0
6808,Liaoning,China,29-01-2020,39,0
6809,Liaoning,China,30-01-2020,41,0
6810,Liaoning,China,31-01-2020,48,0
6811,Liaoning,China,01-02-2020,64,0
6812,Liaoning,China,02-02-2020,70,0
6813,Liaoning,China,03-02-2020,74,0
6814,Liaoning,China,04-02-2020,81,0
6815,Liaoning,China,05-02-2020,89,0
6816,Liaoning,China,06-02-2020,94,0
6817,Liaoning,China,07-02-2020,99,0
6818,Liaoning,China,08-02-2020,105,0
6819,Liaoning,China,09-02-2020,107,0
6820,Liaoning,China,10-02-2020,108,0
6821,Liaoning,China,11-02-2020,111,0
6822,Liaoning,China,12-02-2020,116,1
6823,Liaoning,China,13-02-2020,117,1
6824,Liaoning,China,14-02-2020,119,1
6825,Liaoning,China,15-02-2020,119,1
6826,Liaoning,China,16-02-2020,121,1
6827,Liaoning,China,17-02-2020,121,1
6828,Liaoning,China,18-02-2020,121,1
6829,Liaoning,China,19-02-2020,121,1
6830,Liaoning,China,20-02-2020,121,1
6831,Liaoning,China,21-02-2020,121,1
6832,Liaoning,China,22-02-2020,121,1
6833,Liaoning,China,23-02-2020,121,1
6834,Liaoning,China,24-02-2020,121,1
6835,Liaoning,China,25-02-2020,121,1
6836,Liaoning,China,26-02-2020,121,1
6837,Liaoning,China,27-02-2020,121,1
6838,Liaoning,China,28-02-2020,121,1
6839,Liaoning,China,29-02-2020,121,1
6840,Liaoning,China,01-03-2020,122,1
6841,Liaoning,China,02-03-2020,122,1
6842,Liaoning,China,03-03-2020,125,1
6843,Liaoning,China,04-03-2020,125,1
6844,Liaoning,China,05-03-2020,125,1
6845,Liaoning,China,06-03-2020,125,1
6846,Liaoning,China,07-03-2020,125,1
6847,Liaoning,China,08-03-2020,125,1
6848,Liaoning,China,09-03-2020,125,1
6849,Liaoning,China,10-03-2020,125,1
6850,Liaoning,China,11-03-2020,125,1
6851,Liaoning,China,12-03-2020,125,1
6852,Liaoning,China,13-03-2020,125,1
6853,Liaoning,China,14-03-2020,125,1
6854,Liaoning,China,15-03-2020,125,1
6855,Liaoning,China,16-03-2020,125,1
6856,Liaoning,China,17-03-2020,125,1
6857,Liaoning,China,18-03-2020,125,1
6858,Liaoning,China,19-03-2020,125,1
6859,Liaoning,China,20-03-2020,126,2
6860,Liaoning,China,21-03-2020,126,2
6861,Liaoning,China,22-03-2020,127,2
6862,Liaoning,China,23-03-2020,127,2
6863,Liaoning,China,24-03-2020,127,2
6864,Liaoning,China,25-03-2020,127,2
6865,Liaoning,China,26-03-2020,128,2
6866,Liaoning,China,27-03-2020,128,2
6867,Liaoning,China,28-03-2020,132,2
6901,Macau,China,22-01-2020,1,0
6902,Macau,China,23-01-2020,2,0
6903,Macau,China,24-01-2020,2,0
6904,Macau,China,25-01-2020,2,0
6905,Macau,China,26-01-2020,5,0
6906,Macau,China,27-01-2020,6,0
6907,Macau,China,28-01-2020,7,0
6908,Macau,China,29-01-2020,7,0
6909,Macau,China,30-01-2020,7,0
6910,Macau,China,31-01-2020,7,0
6911,Macau,China,01-02-2020,7,0
6912,Macau,China,02-02-2020,8,0
6913,Macau,China,03-02-2020,8,0
6914,Macau,China,04-02-2020,10,0
6915,Macau,China,05-02-2020,10,0
6916,Macau,China,06-02-2020,10,0
6917,Macau,China,07-02-2020,10,0
6918,Macau,China,08-02-2020,10,0
6919,Macau,China,09-02-2020,10,0
6920,Macau,China,10-02-2020,10,0
6921,Macau,China,11-02-2020,10,0
6922,Macau,China,12-02-2020,10,0
6923,Macau,China,13-02-2020,10,0
6924,Macau,China,14-02-2020,10,0
6925,Macau,China,15-02-2020,10,0
6926,Macau,China,16-02-2020,10,0
6927,Macau,China,17-02-2020,10,0
6928,Macau,China,18-02-2020,10,0
6929,Macau,China,19-02-2020,10,0
6930,Macau,China,20-02-2020,10,0
6931,Macau,China,21-02-2020,10,0
6932,Macau,China,22-02-2020,10,0
6933,Macau,China,23-02-2020,10,0
6934,Macau,China,24-02-2020,10,0
6935,Macau,China,25-02-2020,10,0
6936,Macau,China,26-02-2020,10,0
6937,Macau,China,27-02-2020,10,0
6938,Macau,China,28-02-2020,10,0
6939,Macau,China,29-02-2020,10,0
6940,Macau,China,01-03-2020,10,0
6941,Macau,China,02-03-2020,10,0
6942,Macau,China,03-03-2020,10,0
6943,Macau,China,04-03-2020,10,0
6944,Macau,China,05-03-2020,10,0
6945,Macau,China,06-03-2020,10,0
6946,Macau,China,07-03-2020,10,0
6947,Macau,China,08-03-2020,10,0
6948,Macau,China,09-03-2020,10,0
6949,Macau,China,10-03-2020,10,0
6950,Macau,China,11-03-2020,10,0
6951,Macau,China,12-03-2020,10,0
6952,Macau,China,13-03-2020,10,0
6953,Macau,China,14-03-2020,10,0
6954,Macau,China,15-03-2020,10,0
6955,Macau,China,16-03-2020,11,0
6956,Macau,China,17-03-2020,12,0
6957,Macau,China,18-03-2020,15,0
6958,Macau,China,19-03-2020,17,0
6959,Macau,China,20-03-2020,17,0
6960,Macau,China,21-03-2020,18,0
6961,Macau,China,22-03-2020,24,0
6962,Macau,China,23-03-2020,24,0
6963,Macau,China,24-03-2020,25,0
6964,Macau,China,25-03-2020,30,0
6965,Macau,China,26-03-2020,31,0
6966,Macau,China,27-03-2020,33,0
6967,Macau,China,28-03-2020,37,0
7001,Ningxia,China,22-01-2020,1,0
7002,Ningxia,China,23-01-2020,1,0
7003,Ningxia,China,24-01-2020,2,0
7004,Ningxia,China,25-01-2020,3,0
7005,Ningxia,China,26-01-2020,4,0
7006,Ningxia,China,27-01-2020,7,0
7007,Ningxia,China,28-01-2020,11,0
7008,Ningxia,China,29-01-2020,12,0
7009,Ningxia,China,30-01-2020,17,0
7010,Ningxia,China,31-01-2020,21,0
7011,Ningxia,China,01-02-2020,26,0
7012,Ningxia,China,02-02-2020,28,0
7013,Ningxia,China,03-02-2020,31,0
7014,Ningxia,China,04-02-2020,34,0
7015,Ningxia,China,05-02-2020,34,0
7016,Ningxia,China,06-02-2020,40,0
7017,Ningxia,China,07-02-2020,43,0
7018,Ningxia,China,08-02-2020,45,0
7019,Ningxia,China,09-02-2020,45,0
7020,Ningxia,China,10-02-2020,49,0
7021,Ningxia,China,11-02-2020,53,0
7022,Ningxia,China,12-02-2020,58,0
7023,Ningxia,China,13-02-2020,64,0
7024,Ningxia,China,14-02-2020,67,0
7025,Ningxia,China,15-02-2020,70,0
7026,Ningxia,China,16-02-2020,70,0
7027,Ningxia,China,17-02-2020,70,0
7028,Ningxia,China,18-02-2020,70,0
7029,Ningxia,China,19-02-2020,71,0
7030,Ningxia,China,20-02-2020,71,0
7031,Ningxia,China,21-02-2020,71,0
7032,Ningxia,China,22-02-2020,71,0
7033,Ningxia,China,23-02-2020,71,0
7034,Ningxia,China,24-02-2020,71,0
7035,Ningxia,China,25-02-2020,71,0
7036,Ningxia,China,26-02-2020,71,0
7037,Ningxia,China,27-02-2020,72,0
7038,Ningxia,China,28-02-2020,72,0
7039,Ningxia,China,29-02-2020,73,0
7040,Ningxia,China,01-03-2020,73,0
7041,Ningxia,China,02-03-2020,74,0
7042,Ningxia,China,03-03-2020,74,0
7043,Ningxia,China,04-03-2020,75,0
7044,Ningxia,China,05-03-2020,75,0
7045,Ningxia,China,06-03-2020,75,0
7046,Ningxia,China,07-03-2020,75,0
7047,Ningxia,China,08-03-2020,75,0
7048,Ningxia,China,09-03-2020,75,0
7049,Ningxia,China,10-03-2020,75,0
7050,Ningxia,China,11-03-2020,75,0
7051,Ningxia,China,12-03-2020,75,0
7052,Ningxia,China,13-03-2020,75,0
7053,Ningxia,China,14-03-2020,75,0
7054,Ningxia,China,15-03-2020,75,0
7055,Ningxia,China,16-03-2020,75,0
7056,Ningxia,China,17-03-2020,75,0
7057,Ningxia,China,18-03-2020,75,0
7058,Ningxia,China,19-03-2020,75,0
7059,Ningxia,China,20-03-2020,75,0
7060,Ningxia,China,21-03-2020,75,0
7061,Ningxia,China,22-03-2020,75,0
7062,Ningxia,China,23-03-2020,75,0
7063,Ningxia,China,24-03-2020,75,0
7064,Ningxia,China,25-03-2020,75,0
7065,Ningxia,China,26-03-2020,75,0
7066,Ningxia,China,27-03-2020,75,0
7067,Ningxia,China,28-03-2020,75,0
7101,Qinghai,China,22-01-2020,0,0
7102,Qinghai,China,23-01-2020,0,0
7103,Qinghai,China,24-01-2020,0,0
7104,Qinghai,China,25-01-2020,1,0
7105,Qinghai,China,26-01-2020,1,0
7106,Qinghai,China,27-01-2020,6,0
7107,Qinghai,China,28-01-2020,6,0
7108,Qinghai,China,29-01-2020,6,0
7109,Qinghai,China,30-01-2020,8,0
7110,Qinghai,China,31-01-2020,8,0
7111,Qinghai,China,01-02-2020,9,0
7112,Qinghai,China,02-02-2020,11,0
7113,Qinghai,China,03-02-2020,13,0
7114,Qinghai,China,04-02-2020,15,0
7115,Qinghai,China,05-02-2020,17,0
7116,Qinghai,China,06-02-2020,18,0
7117,Qinghai,China,07-02-2020,18,0
7118,Qinghai,China,08-02-2020,18,0
7119,Qinghai,China,09-02-2020,18,0
7120,Qinghai,China,10-02-2020,18,0
7121,Qinghai,China,11-02-2020,18,0
7122,Qinghai,China,12-02-2020,18,0
7123,Qinghai,China,13-02-2020,18,0
7124,Qinghai,China,14-02-2020,18,0
7125,Qinghai,China,15-02-2020,18,0
7126,Qinghai,China,16-02-2020,18,0
7127,Qinghai,China,17-02-2020,18,0
7128,Qinghai,China,18-02-2020,18,0
7129,Qinghai,China,19-02-2020,18,0
7130,Qinghai,China,20-02-2020,18,0
7131,Qinghai,China,21-02-2020,18,0
7132,Qinghai,China,22-02-2020,18,0
7133,Qinghai,China,23-02-2020,18,0
7134,Qinghai,China,24-02-2020,18,0
7135,Qinghai,China,25-02-2020,18,0
7136,Qinghai,China,26-02-2020,18,0
7137,Qinghai,China,27-02-2020,18,0
7138,Qinghai,China,28-02-2020,18,0
7139,Qinghai,China,29-02-2020,18,0
7140,Qinghai,China,01-03-2020,18,0
7141,Qinghai,China,02-03-2020,18,0
7142,Qinghai,China,03-03-2020,18,0
7143,Qinghai,China,04-03-2020,18,0
7144,Qinghai,China,05-03-2020,18,0
7145,Qinghai,China,06-03-2020,18,0
7146,Qinghai,China,07-03-2020,18,0
7147,Qinghai,China,08-03-2020,18,0
7148,Qinghai,China,09-03-2020,18,0
7149,Qinghai,China,10-03-2020,18,0
7150,Qinghai,China,11-03-2020,18,0
7151,Qinghai,China,12-03-2020,18,0
7152,Qinghai,China,13-03-2020,18,0
7153,Qinghai,China,14-03-2020,18,0
7154,Qinghai,China,15-03-2020,18,0
7155,Qinghai,China,16-03-2020,18,0
7156,Qinghai,China,17-03-2020,18,0
7157,Qinghai,China,18-03-2020,18,0
7158,Qinghai,China,19-03-2020,18,0
7159,Qinghai,China,20-03-2020,18,0
7160,Qinghai,China,21-03-2020,18,0
7161,Qinghai,China,22-03-2020,18,0
7162,Qinghai,China,23-03-2020,18,0
7163,Qinghai,China,24-03-2020,18,0
7164,Qinghai,China,25-03-2020,18,0
7165,Qinghai,China,26-03-2020,18,0
7166,Qinghai,China,27-03-2020,18,0
7167,Qinghai,China,28-03-2020,18,0
7201,Shaanxi,China,22-01-2020,0,0
7202,Shaanxi,China,23-01-2020,3,0
7203,Shaanxi,China,24-01-2020,5,0
7204,Shaanxi,China,25-01-2020,15,0
7205,Shaanxi,China,26-01-2020,22,0
7206,Shaanxi,China,27-01-2020,35,0
7207,Shaanxi,China,28-01-2020,46,0
7208,Shaanxi,China,29-01-2020,56,0
7209,Shaanxi,China,30-01-2020,63,0
7210,Shaanxi,China,31-01-2020,87,0
7211,Shaanxi,China,01-02-2020,101,0
7212,Shaanxi,China,02-02-2020,116,0
7213,Shaanxi,China,03-02-2020,128,0
7214,Shaanxi,China,04-02-2020,142,0
7215,Shaanxi,China,05-02-2020,165,0
7216,Shaanxi,China,06-02-2020,173,0
7217,Shaanxi,China,07-02-2020,184,0
7218,Shaanxi,China,08-02-2020,195,0
7219,Shaanxi,China,09-02-2020,208,0
7220,Shaanxi,China,10-02-2020,213,0
7221,Shaanxi,China,11-02-2020,219,0
7222,Shaanxi,China,12-02-2020,225,0
7223,Shaanxi,China,13-02-2020,229,0
7224,Shaanxi,China,14-02-2020,230,0
7225,Shaanxi,China,15-02-2020,232,0
7226,Shaanxi,China,16-02-2020,236,0
7227,Shaanxi,China,17-02-2020,240,0
7228,Shaanxi,China,18-02-2020,240,0
7229,Shaanxi,China,19-02-2020,242,0
7230,Shaanxi,China,20-02-2020,245,1
7231,Shaanxi,China,21-02-2020,245,1
7232,Shaanxi,China,22-02-2020,245,1
7233,Shaanxi,China,23-02-2020,245,1
7234,Shaanxi,China,24-02-2020,245,1
7235,Shaanxi,China,25-02-2020,245,1
7236,Shaanxi,China,26-02-2020,245,1
7237,Shaanxi,China,27-02-2020,245,1
7238,Shaanxi,China,28-02-2020,245,1
7239,Shaanxi,China,29-02-2020,245,1
7240,Shaanxi,China,01-03-2020,245,1
7241,Shaanxi,China,02-03-2020,245,1
7242,Shaanxi,China,03-03-2020,245,1
7243,Shaanxi,China,04-03-2020,245,1
7244,Shaanxi,China,05-03-2020,245,1
7245,Shaanxi,China,06-03-2020,245,1
7246,Shaanxi,China,07-03-2020,245,1
7247,Shaanxi,China,08-03-2020,245,1
7248,Shaanxi,China,09-03-2020,245,1
7249,Shaanxi,China,10-03-2020,245,1
7250,Shaanxi,China,11-03-2020,245,1
7251,Shaanxi,China,12-03-2020,245,2
7252,Shaanxi,China,13-03-2020,245,2
7253,Shaanxi,China,14-03-2020,245,2
7254,Shaanxi,China,15-03-2020,245,2
7255,Shaanxi,China,16-03-2020,245,2
7256,Shaanxi,China,17-03-2020,246,3
7257,Shaanxi,China,18-03-2020,246,3
7258,Shaanxi,China,19-03-2020,246,3
7259,Shaanxi,China,20-03-2020,247,3
7260,Shaanxi,China,21-03-2020,248,3
7261,Shaanxi,China,22-03-2020,248,3
7262,Shaanxi,China,23-03-2020,248,3
7263,Shaanxi,China,24-03-2020,249,3
7264,Shaanxi,China,25-03-2020,250,3
7265,Shaanxi,China,26-03-2020,253,3
7266,Shaanxi,China,27-03-2020,253,3
7267,Shaanxi,China,28-03-2020,253,3
7301,Shandong,China,22-01-2020,2,0
7302,Shandong,China,23-01-2020,6,0
7303,Shandong,China,24-01-2020,15,0
7304,Shandong,China,25-01-2020,27,0
7305,Shandong,China,26-01-2020,46,0
7306,Shandong,China,27-01-2020,75,0
7307,Shandong,China,28-01-2020,95,0
7308,Shandong,China,29-01-2020,130,0
7309,Shandong,China,30-01-2020,158,0
7310,Shandong,China,31-01-2020,184,0
7311,Shandong,China,01-02-2020,206,0
7312,Shandong,China,02-02-2020,230,0
7313,Shandong,China,03-02-2020,259,0
7314,Shandong,China,04-02-2020,275,0
7315,Shandong,China,05-02-2020,307,0
7316,Shandong,China,06-02-2020,347,0
7317,Shandong,China,07-02-2020,386,0
7318,Shandong,China,08-02-2020,416,0
7319,Shandong,China,09-02-2020,444,1
7320,Shandong,China,10-02-2020,466,1
7321,Shandong,China,11-02-2020,487,1
7322,Shandong,China,12-02-2020,497,2
7323,Shandong,China,13-02-2020,509,2
7324,Shandong,China,14-02-2020,523,2
7325,Shandong,China,15-02-2020,532,2
7326,Shandong,China,16-02-2020,537,2
7327,Shandong,China,17-02-2020,541,2
7328,Shandong,China,18-02-2020,543,3
7329,Shandong,China,19-02-2020,544,3
7330,Shandong,China,20-02-2020,546,4
7331,Shandong,China,21-02-2020,749,4
7332,Shandong,China,22-02-2020,750,4
7333,Shandong,China,23-02-2020,754,4
7334,Shandong,China,24-02-2020,755,5
7335,Shandong,China,25-02-2020,756,6
7336,Shandong,China,26-02-2020,756,6
7337,Shandong,China,27-02-2020,756,6
7338,Shandong,China,28-02-2020,756,6
7339,Shandong,China,29-02-2020,756,6
7340,Shandong,China,01-03-2020,758,6
7341,Shandong,China,02-03-2020,758,6
7342,Shandong,China,03-03-2020,758,6
7343,Shandong,China,04-03-2020,758,6
7344,Shandong,China,05-03-2020,758,6
7345,Shandong,China,06-03-2020,758,6
7346,Shandong,China,07-03-2020,758,6
7347,Shandong,China,08-03-2020,758,6
7348,Shandong,China,09-03-2020,758,6
7349,Shandong,China,10-03-2020,758,6
7350,Shandong,China,11-03-2020,760,6
7351,Shandong,China,12-03-2020,760,6
7352,Shandong,China,13-03-2020,760,7
7353,Shandong,China,14-03-2020,760,7
7354,Shandong,China,15-03-2020,760,7
7355,Shandong,China,16-03-2020,760,7
7356,Shandong,China,17-03-2020,761,7
7357,Shandong,China,18-03-2020,761,7
7358,Shandong,China,19-03-2020,761,7
7359,Shandong,China,20-03-2020,762,7
7360,Shandong,China,21-03-2020,764,7
7361,Shandong,China,22-03-2020,767,7
7362,Shandong,China,23-03-2020,768,7
7363,Shandong,China,24-03-2020,768,7
7364,Shandong,China,25-03-2020,769,7
7365,Shandong,China,26-03-2020,771,7
7366,Shandong,China,27-03-2020,772,7
7367,Shandong,China,28-03-2020,772,7
7401,Shanghai,China,22-01-2020,9,0
7402,Shanghai,China,23-01-2020,16,0
7403,Shanghai,China,24-01-2020,20,0
7404,Shanghai,China,25-01-2020,33,0
7405,Shanghai,China,26-01-2020,40,1
7406,Shanghai,China,27-01-2020,53,1
7407,Shanghai,China,28-01-2020,66,1
7408,Shanghai,China,29-01-2020,96,1
7409,Shanghai,China,30-01-2020,112,1
7410,Shanghai,China,31-01-2020,135,1
7411,Shanghai,China,01-02-2020,169,1
7412,Shanghai,China,02-02-2020,182,1
7413,Shanghai,China,03-02-2020,203,1
7414,Shanghai,China,04-02-2020,219,1
7415,Shanghai,China,05-02-2020,243,1
7416,Shanghai,China,06-02-2020,257,1
7417,Shanghai,China,07-02-2020,277,1
7418,Shanghai,China,08-02-2020,286,1
7419,Shanghai,China,09-02-2020,293,1
7420,Shanghai,China,10-02-2020,299,1
7421,Shanghai,China,11-02-2020,303,1
7422,Shanghai,China,12-02-2020,311,1
7423,Shanghai,China,13-02-2020,315,1
7424,Shanghai,China,14-02-2020,318,1
7425,Shanghai,China,15-02-2020,326,1
7426,Shanghai,China,16-02-2020,328,1
7427,Shanghai,China,17-02-2020,333,1
7428,Shanghai,China,18-02-2020,333,1
7429,Shanghai,China,19-02-2020,333,2
7430,Shanghai,China,20-02-2020,334,2
7431,Shanghai,China,21-02-2020,334,2
7432,Shanghai,China,22-02-2020,335,3
7433,Shanghai,China,23-02-2020,335,3
7434,Shanghai,China,24-02-2020,335,3
7435,Shanghai,China,25-02-2020,336,3
7436,Shanghai,China,26-02-2020,337,3
7437,Shanghai,China,27-02-2020,337,3
7438,Shanghai,China,28-02-2020,337,3
7439,Shanghai,China,29-02-2020,337,3
7440,Shanghai,China,01-03-2020,337,3
7441,Shanghai,China,02-03-2020,337,3
7442,Shanghai,China,03-03-2020,338,3
7443,Shanghai,China,04-03-2020,338,3
7444,Shanghai,China,05-03-2020,339,3
7445,Shanghai,China,06-03-2020,342,3
7446,Shanghai,China,07-03-2020,342,3
